Name_bal,BSE Code_bal,NSE Code_bal,Industry_bal,Current Price_bal,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization_bal,join_key,Name_rat,BSE Code_rat,NSE Code_rat,Industry_rat,Current Price_rat,Market Capitalization_rat,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,t_1_price,future_return,signal
Ideaforge Tech,543932.0,IDEAFORGE,Engineering,790.6,14.49,42.89,0.0,620.3,86.5,14.06,745.55,70.57,0.0,21.86,114.43,6.48,94.56,599.06,68.92,0.0,124.08,3.52,745.55,534.12,14.49,97.22,47.39,10.0,268.38,0.0,15.44,2.13,100.56,199.47,48.7,70.57,24.92,70.58,35.31,,,65.2,2.91,,,0.0,4.04,,3390.9,543932.0_IDEAFORGE,Ideaforge Tech,543932.0,IDEAFORGE,Engineering,789.35,3385.54,70.79,0.0,5.09,7.76,0.02,9.69,29.33,2.2,0.0,92.06,3131.65,4.29,154.64,1.57,7.28,0.0,5.0,5.0,0.51,0.93,144920.0,29.33,7.8,54.56,12.36,,305.96,9.14,197.03,243.15,35.61,54.56,224.19,64.15,2.75,-0.71,-2.63,3.76,,14.72,8.6,12.52,104732.0,838.8,0.06096635466734117,Buy
IDFC First Bank,539437.0,IDFCFIRSTB,Banks - Private Sector,81.62,201681.59,6618.12,0.0,19229.43,57212.09,144469.5,239882.05,4098.58,0.0,2044.42,2054.16,218.58,60913.28,23475.31,12352.9,1895.27,0.0,363404.08,239882.05,11122.41,0.0,0.0,0.0,10.0,13778.68,0.0,1194.44,661.81,201681.59,11122.41,2054.16,4098.58,218.58,3053.09,10494.28,3299.07,,134322.33,140336.98,90360.02,,1370.33,939.93,932.62,57764.77,539437.0_IDFCFIRSTB,IDFC First Bank,539437.0,IDFCFIRSTB,Banks - Private Sector,81.76,57863.85,19.67,0.0,2.11,1.23,7.8,11.38,37.43,7.2,0.0,12.74,245766.76,707.73,39.06,,1.9,0.0,5.0,5.0,0.13,9.28,2611512.0,37.43,7.79,0.0,1.94,,-31.97,7.39,60.47,0.0,,0.0,,28.38,23.65,-0.65,0.16,6.79,39.06,6.59,1.16,10.59,2382674.0,74.41,-0.08833619210977711,Sell
IEL,524614.0,__NA__,Trading,6.39,0.9,3.34,0.9,-2.11,0.0,0.0,3.76,2.32,0.0,2.11,0.17,0.0,0.0,3.57,1.63,0.0,0.0,0.43,3.76,1.94,0.0,1.01,1.66,1.0,0.41,0.0,1.54,3.34,0.0,1.65,0.2,2.32,0.0,0.1,0.01,0.0,-0.71,0.01,0.01,0.01,0.06,3.62,3.8,3.99,21.32,524614.0___NA__,IEL,524614.0,__NA__,Trading,6.45,21.52,82.79,0.0,17.48,7.12,0.74,23.74,20.47,1.61,0.0,34.16,22.01,3.34,0.37,32.42,1.57,22.37,4.0,6.0,4.73,2.99,24236.0,20.47,12.32,35.1,3.16,,32.36,9.31,0.8,23.29,34.34,35.1,22.52,79.39,0.0,0.0,0.0,0.13,0.29,96.3,57.7,154.75,18207.0,6.84,0.07042253521126764,Buy
IFB Agro Inds.,507438.0,IFBAGRO,Breweries & Distilleries,459.45,11.18,9.37,0.0,543.42,15.0,4.41,636.1,255.78,0.0,124.31,147.75,1.32,118.56,380.71,64.87,0.0,0.0,33.9,636.1,320.96,1.18,120.56,80.32,10.0,111.8,4.88,44.59,0.94,19.41,326.4,131.47,255.78,7.22,258.73,127.93,,,3.03,22.19,,,119.58,134.62,,430.5,507438.0_IFBAGRO,IFB Agro Inds.,507438.0,IFBAGRO,Breweries & Distilleries,459.45,430.5,,0.0,0.78,-1.27,0.02,-1.47,65.0,-4.15,0.0,29.92,329.88,0.94,590.14,5.75,4.01,0.0,2.0,3.0,1.47,1.15,12551.0,65.0,-1.54,31.47,7.31,,81.95,-2.1,,75.19,25.66,31.47,69.39,33.72,0.16,-0.08,0.0,1.12,585.46,12.83,8.06,9.39,12490.0,407.83,-0.1123517248884536,Sell
IFB Industries,505726.0,IFBIND,Domestic Appliances,1661.7,161.92,41.28,0.0,684.83,199.15,148.87,2162.85,1182.24,0.0,512.86,608.49,12.52,311.37,1380.45,1223.38,2.25,0.0,53.33,2162.85,232.45,94.56,535.98,431.43,10.0,105.48,20.15,961.62,4.05,348.02,171.85,669.38,1182.24,20.25,126.4,236.0,99.62,116.13,285.39,14.03,28.48,47.77,626.42,313.03,304.87,6733.2,505726.0_IFBIND,IFB Industries,505726.0,IFBIND,Domestic Appliances,1671.15,6771.49,98.32,0.0,9.31,3.25,0.22,9.96,74.96,1.76,0.0,89.61,6827.93,4.05,179.2,4.61,0.69,0.0,9.0,4.0,2.04,2.92,26080.0,74.96,10.7,36.52,6.87,,10.75,5.46,261.81,-24.53,137.94,36.52,76.88,17.71,0.75,0.05,3.02,6.59,162.04,6.73,0.85,2.66,26731.0,1690.39,0.017265451044111483,Hold
IFCI,500106.0,IFCI,Finance - Term-Lending Institutions,62.23,5366.98,2489.61,0.0,2044.63,4808.59,1211.22,18917.57,2158.37,0.0,394.54,1733.95,12.53,8677.93,6972.9,5641.27,7700.07,0.0,137.52,18917.57,1331.63,0.0,69.66,306.33,10.0,5046.38,0.0,462.95,219.59,6019.81,875.62,1763.83,2158.37,11.13,242.59,97.94,1396.27,95.42,11041.24,16394.25,23655.32,21533.38,1762.22,1701.08,1822.85,16264.38,500106.0_IFCI,IFCI,500106.0,IFCI,Finance - Term-Lending Institutions,62.18,16251.31,157.36,0.0,3.04,1.34,1.18,2.49,71.72,8.03,0.0,27.8,16571.91,261.36,20.65,0.05,1.22,0.0,8.0,4.0,0.11,3.95,833026.0,71.72,13.81,56.28,2.28,,-682.52,6.97,14.81,56.28,,56.28,,20.33,2.31,0.23,-0.08,1.94,17.15,5.38,-0.77,-3.78,585670.0,65.08,0.045797846697734235,Hold
IFGL Refractori.,540774.0,IFGLEXPOR,Refractories / Intermediates,663.0,174.1,36.04,0.0,1036.02,148.49,11.65,1490.36,968.89,0.0,468.72,516.69,104.1,126.44,838.2,312.99,0.0,132.35,12.52,1490.36,630.83,11.12,300.71,325.0,10.0,71.61,7.18,179.25,3.6,160.14,514.24,500.17,968.89,45.62,421.93,352.58,260.35,,63.7,89.37,83.98,,415.54,454.11,471.33,2389.42,540774.0_IFGLEXPOR,IFGL Refractori.,540774.0,IFGLEXPOR,Refractories / Intermediates,663.0,2389.42,29.29,1.06,2.24,5.6,0.16,7.86,72.43,4.46,0.0,42.69,2491.91,3.6,297.47,2.76,1.72,0.0,6.0,0.0,1.12,1.36,18901.0,72.43,7.92,72.35,2.91,,124.5,7.3,389.45,125.67,78.69,72.35,132.01,13.75,0.27,-0.1,1.82,13.52,278.88,10.11,5.88,8.22,21430.0,663.38,0.0005731523378582134,Hold
IFL Enterprises,540377.0,__NA__,Trading,1.65,0.3,25.01,0.0,0.74,0.0,0.0,28.14,0.36,0.0,0.3,0.4,0.0,6.03,21.59,2.13,0.0,0.0,0.0,28.14,19.5,0.1,0.49,4.89,1.0,0.69,2.03,1.45,74.5,0.0,18.83,0.06,0.36,0.0,5.64,3.78,5.34,2.22,0.0,0.0,0.0,0.0,0.11,0.16,0.1,122.99,540377.0___NA__,IFL Enterprises,540377.0,__NA__,Trading,1.65,122.99,122.99,0.01,4.79,3.59,0.01,3.94,2.26,1.11,0.0,60.14,122.6,74.54,0.35,9.26,9.91,0.0,5.0,2.0,0.3,1.08,63235.0,2.26,5.06,216.61,5.58,,833.21,5.05,0.32,165.83,76.7,216.61,25.92,97.74,0.0,0.0,0.0,0.0,0.34,4.43,3.01,3.27,54944.0,1.8,0.090909090909091,Buy
Igarashi Motors,517380.0,IGARASHI,Electric Equipment,490.0,138.09,31.48,0.0,415.51,92.23,28.55,773.6,635.62,0.0,256.91,366.48,34.61,15.85,364.49,265.69,0.0,17.01,0.0,773.6,196.59,25.9,113.2,207.39,10.0,4.56,4.65,136.54,3.15,120.78,166.69,378.71,635.62,12.51,165.44,59.31,46.3,118.32,95.12,118.32,21.91,51.48,369.57,382.51,157.94,1542.26,517380.0_IGARASHI,Igarashi Motors,517380.0,IGARASHI,Electric Equipment,490.0,1542.26,161.16,0.21,3.45,1.28,0.31,2.16,75.0,1.61,0.0,58.82,1675.79,3.15,142.01,4.35,0.95,0.0,8.0,3.0,0.97,1.68,24109.0,75.0,3.26,104.4,8.34,,96.67,3.44,98.57,86.76,103.2,104.4,85.56,22.25,0.89,0.03,-0.03,1.87,139.65,3.99,0.75,1.19,24011.0,489.2,-0.001632653061224513,Hold
IGC Industries,539449.0,__NA__,Trading,42.68,0.0,2.24,0.0,-1.53,0.0,13.81,10.43,0.03,0.0,0.01,0.01,0.0,0.19,10.22,9.7,0.0,0.0,0.0,10.43,0.52,0.0,0.56,0.0,10.0,0.01,0.0,0.04,0.22,13.81,9.55,0.02,0.03,5.18,10.08,39.15,120.83,0.06,13.81,37.82,117.74,0.0,0.0,1.63,0.01,9.56,539449.0___NA__,IGC Industries,539449.0,__NA__,Trading,42.68,9.56,,0.0,13.46,-3.06,0.0,-43.09,65.49,-3.88,0.0,34.16,9.55,0.22,3.17,0.0,1.0,,3.0,4.0,0.0,17.92,859.0,65.49,-73.58,,3.16,,,-3.74,,,,,,34.5,0.0,0.0,0.0,0.0,4.91,-1.27,-1.26,-15.97,716.0,44.0,0.0309278350515464,Hold
IIFL Finance,532636.0,IIFL,Finance & Investments,511.35,47160.7,76.31,0.0,10560.68,34401.06,5616.36,62421.16,1086.39,0.0,224.24,905.66,51.83,4058.98,6145.75,2961.36,3840.9,0.0,861.34,62421.16,3184.39,461.5,0.0,102.42,2.0,4245.72,316.04,216.68,42.27,40017.42,5694.62,862.15,1086.39,27.4,3419.04,2615.25,8895.25,5371.96,32583.14,26517.05,24330.43,10516.32,675.1,368.62,655.7,21690.99,532636.0_IIFL,IIFL Finance,532636.0,IIFL,Finance & Investments,510.2,21642.2,12.29,0.77,2.05,3.42,4.43,17.97,24.92,9.95,0.0,23.18,64557.18,42.42,250.93,,2.08,0.0,3.0,5.0,0.18,5.43,154967.0,24.92,11.8,3.65,1.78,,-37.8,10.34,484.65,3.65,,3.65,,37.48,28.52,-2.75,0.82,9.09,212.73,11.54,3.25,19.39,83676.0,528.87,0.034262246993253115,Hold
IIFL Securities,542773.0,IIFLSEC,Finance & Investments,213.95,1153.85,61.57,0.0,1724.84,0.0,485.84,7874.74,661.52,0.0,221.94,378.83,1.27,159.15,6301.72,4877.1,90.17,0.0,1706.27,7874.74,1424.62,0.0,0.0,47.65,2.0,4467.53,20.03,4.92,30.55,485.84,784.25,439.59,661.52,0.66,531.33,392.68,,,291.59,759.2,,,488.14,393.03,,6592.42,542773.0_IIFLSEC,IIFL Securities,542773.0,IIFLSEC,Finance & Investments,214.75,6617.07,12.92,1.39,3.71,7.83,0.65,32.67,30.9,26.07,0.0,17.68,3303.39,30.81,58.03,,1.29,0.0,5.0,7.0,0.33,3.67,70003.0,30.9,34.64,8.05,2.85,,-513.89,10.55,147.4,8.05,,8.05,,50.55,15.18,-0.36,0.08,3.37,44.19,22.88,4.39,19.56,64307.0,228.72,0.06903482121991125,Buy
IIRM Holdings,526530.0,__NA__,Miscellaneous,33.79,19.24,34.07,,74.92,,,156.22,,,,39.02,21.29,0.15,91.92,35.7,,,,156.22,68.79,5.63,0.0,44.94,5.0,6.93,,4.48,,,,,,,,,,,,,,,,,,230.26,526530.0___NA__,IIRM Holdings,526530.0,__NA__,Miscellaneous,33.79,230.26,10.17,0.0,2.11,,0.18,,60.85,14.28,0.0,34.07,242.57,6.81,15.99,,2.57,,0.0,2.0,,,394.0,60.85,22.98,92.24,3.2,,126.97,22.17,34.58,92.24,,92.24,,38.49,0.0,0.0,-4.68,0.66,,,,,201.0,30.99,-0.0828647528854691,Sell
IITL Projects,531968.0,__NA__,Construction,46.63,0.0,5.01,0.0,-37.96,0.0,0.0,33.14,0.03,0.0,0.03,0.0,0.0,0.0,32.24,19.47,0.0,0.0,24.78,33.14,12.77,0.0,0.64,0.17,10.0,0.13,0.69,0.08,0.5,0.0,-18.68,0.0,0.03,0.0,-39.48,-14.63,-8.45,10.59,0.0,0.0,36.48,10.0,0.0,0.01,0.01,23.27,531968.0___NA__,IITL Projects,531968.0,__NA__,Construction,46.63,23.27,10.53,0.0,,7.3,,,71.74,34.7,0.0,33.28,23.14,0.5,-66.02,0.0,1.62,0.0,6.0,3.0,0.15,-0.92,668.0,71.74,62.88,13.55,2.89,,1007.34,24.23,,13.55,,13.55,,28.26,0.0,0.0,0.0,0.0,-111.12,,-10.35,,708.0,47.06,0.009221531203088135,Hold
IKIO Lighting,543923.0,IKIO,Electric Equipment,300.0,70.32,77.28,0.0,475.53,81.59,41.17,657.7,77.02,0.0,12.03,105.75,71.56,0.0,458.92,79.89,0.0,0.0,3.18,657.7,425.44,25.15,135.16,96.88,10.0,191.01,2.28,21.36,6.5,122.76,170.12,64.99,77.02,26.9,77.66,,,,79.37,,,,58.55,,,2318.41,543923.0_IKIO,IKIO Lighting,543923.0,IKIO,Electric Equipment,300.35,2321.12,38.32,0.0,4.19,12.51,0.13,17.43,72.46,4.48,0.0,58.82,2200.43,7.73,71.53,2.02,4.05,0.0,3.0,3.0,0.9,0.88,124136.0,72.46,12.96,80.74,8.34,,195.38,14.61,112.31,241.46,30.17,80.74,190.89,21.04,1.56,0.05,-2.15,4.95,,30.59,17.38,39.86,114600.0,306.64,0.022133333333333286,Hold
IL&FS Engg.,532907.0,IL&FSENGG,Construction,20.0,2670.77,131.12,39.75,-3315.4,2421.07,210.63,1694.95,123.74,0.0,81.71,33.19,0.0,14.29,642.45,4409.6,0.0,0.0,1527.31,1694.95,-1098.51,2.56,15.97,39.44,10.0,341.39,14.46,582.85,13.11,2631.7,-1096.79,42.03,123.74,0.0,-1075.17,-1898.36,-211.51,406.58,2669.44,2692.06,2162.29,1750.32,72.13,119.81,177.15,262.25,532907.0_IL&FSENGG,IL&FS Engg.,532907.0,IL&FSENGG,Construction,20.0,262.25,,0.0,,-6.53,,,42.25,-3.96,0.0,23.53,2591.63,13.11,-242.85,2.61,0.14,0.0,4.0,1.0,0.15,-0.56,29365.0,42.25,,55.68,2.74,,-2032.81,-6.05,,-2970.22,3111.15,55.68,85.24,56.25,0.22,0.0,0.0,1.27,-236.92,,-6.28,,30349.0,18.82,-0.05899999999999998,Sell
IL&FS Inv.Manag.,511208.0,IVC,Finance & Investments,12.97,0.0,62.81,0.0,139.58,0.0,0.0,249.38,2.82,0.0,2.42,0.47,0.0,61.68,180.43,8.45,0.0,0.0,16.18,249.38,171.98,0.0,0.0,20.05,2.0,140.09,0.0,8.45,31.4,0.0,174.71,0.39,2.82,0.0,191.06,186.96,196.52,87.45,0.0,0.0,0.0,0.0,0.42,0.96,19.88,407.29,511208.0_IVC,IL&FS Inv.Manag.,511208.0,IVC,Finance & Investments,12.96,406.98,40.26,6.13,2.01,4.67,0.0,4.83,50.42,5.89,0.0,23.18,266.89,31.4,6.44,,21.35,0.0,4.0,3.0,0.2,1.28,78249.0,50.42,6.99,140.95,1.78,,224.19,6.26,6.83,140.95,,140.95,,49.59,0.0,0.0,0.0,0.0,6.89,9.24,6.5,5.59,72906.0,14.22,0.09637625289128758,Buy
IL&FS Transport,533177.0,IL&FSTRANS,Engineering - Turnkey Services,6.68,15512.54,328.96,0.0,-15188.66,8848.48,6664.06,2994.16,258.4,0.0,96.66,161.74,0.0,173.95,1278.75,17850.88,76.51,0.0,318.67,2994.16,-15508.35,0.0,18.49,23.76,10.0,299.75,0.0,1135.9,32.9,15351.33,-15956.34,209.95,256.05,0.0,4409.55,2705.34,525.2,1666.9,11509.21,7439.08,3738.38,1525.0,255.67,138.77,25.11,219.75,533177.0_IL&FSTRANS,IL&FS Transport,533177.0,IL&FSTRANS,Engineering - Turnkey Services,6.68,219.75,,0.0,,-6.59,,,73.22,-1.24,98.23,37.82,15432.54,32.9,-451.72,0.04,0.07,0.0,5.0,1.0,0.03,-0.22,47691.0,1.3,-18.13,87.15,4.55,,-57983.69,-6.42,,87.15,,87.15,,26.2,0.0,0.0,0.0,0.57,-422.07,-9.63,-25.99,,47666.0,6.0,-0.1017964071856287,Sell
IM+ Capitals,511628.0,__NA__,Finance & Investments,782.0,57.72,12.41,0.0,400.53,0.0,33.75,498.51,68.79,0.0,3.39,96.94,0.0,10.92,310.14,66.91,1.0,0.0,3.8,498.51,300.95,0.0,20.46,143.12,10.0,1.73,0.0,3.49,0.35,33.75,114.86,65.4,68.79,2.37,58.92,49.57,56.67,38.03,4.31,13.28,41.03,0.0,0.13,0.12,0.21,932.27,511628.0___NA__,IM+ Capitals,511628.0,__NA__,Finance & Investments,790.0,941.8,10.26,0.0,1.9,23.2,0.14,28.37,63.07,9.98,0.0,23.18,997.79,1.19,417.04,30.32,4.33,0.0,3.0,4.0,1.32,0.96,2674.0,63.07,24.23,99.48,1.78,,207.98,19.65,942.12,114.21,3.03,99.48,17.76,36.93,0.0,0.0,0.0,0.0,677.09,8.64,7.89,9.67,1701.0,761.53,-0.02617647058823533,Hold
Imagica. Enter.,539056.0,IMAGICAA,Recreation / Amusement Parks,77.79,252.18,481.9,0.0,312.9,19.61,786.14,1097.69,1654.18,0.0,866.45,677.41,54.1,9.92,145.73,302.8,0.0,0.0,29.58,1097.69,95.11,0.05,15.98,4.13,10.0,105.74,26.29,23.41,41.15,805.75,39.25,787.73,1654.18,11.35,-435.47,-123.0,-63.04,36.06,1077.96,1072.59,1059.91,1140.09,820.75,1145.13,1231.2,4218.69,539056.0_IMAGICAA,Imagica. Enter.,539056.0,IMAGICAA,Recreation / Amusement Parks,78.07,4233.87,125.09,0.0,4.71,3.07,0.32,6.57,74.1,0.81,0.0,32.73,4380.31,54.23,16.49,1.85,0.43,0.0,7.0,2.0,0.24,1.39,73815.0,74.1,4.58,5.8,4.73,,-14.92,3.24,64.54,-89.09,298.97,5.8,204.08,22.78,0.62,0.54,-2.04,2.49,5.72,34.57,36.48,,59832.0,78.26,0.006041907700218522,Hold
IMEC Services,513295.0,__NA__,Miscellaneous,7.32,0.0,1.9,0.0,-0.26,203.86,0.0,2.88,29.71,0.0,13.27,0.19,0.0,0.0,2.69,1.23,0.0,0.0,7.01,2.88,1.46,0.0,0.5,0.09,10.0,0.49,28.17,0.79,5.0,203.86,-88.58,16.43,29.71,5.78,-86.4,-27.93,77.87,86.07,203.86,201.28,211.11,79.35,19.72,23.71,25.68,1.39,513295.0___NA__,IMEC Services,513295.0,__NA__,Miscellaneous,7.32,1.39,46.33,0.0,0.85,0.15,0.0,,30.3,3.33,65.48,34.07,0.9,0.19,8.63,0.78,1.78,0.0,7.0,3.0,0.33,11.87,10641.0,10.46,1.82,5.12,3.2,,55.23,1.04,553.63,-40.9,125.37,5.12,79.35,69.54,0.0,0.0,0.0,0.16,-61.57,,-12.02,,10764.0,7.58,0.03551912568306008,Hold
Impex Ferro Tech,532614.0,IMPEXFERRO,Mining / Minerals / Metals,3.63,267.67,87.93,0.0,-372.04,261.35,6.35,219.67,196.7,0.0,48.03,145.36,0.0,0.0,73.79,235.03,0.0,0.0,372.21,219.67,-161.17,0.0,25.41,5.8,10.0,0.77,84.0,111.56,8.79,290.17,-123.67,151.69,193.11,0.0,-212.26,-84.77,165.5,164.75,312.0,317.01,359.9,217.27,161.71,169.84,179.13,31.91,532614.0_IMPEXFERRO,Impex Ferro Tech,532614.0,IMPEXFERRO,Mining / Minerals / Metals,3.63,31.91,,0.0,,-20.02,,,69.1,-4.13,100.0,19.67,298.81,8.79,-32.31,4.12,0.21,0.0,3.0,2.0,0.63,-0.82,20813.0,0.0,-260.88,16.19,1.45,,-404.81,-5.62,,-258.91,363.86,16.19,88.76,30.89,0.0,0.0,0.0,0.0,-27.82,9.64,2.29,,19951.0,3.28,-0.09641873278236918,Sell
Inani Marbles,531129.0,__NA__,Miscellaneous,31.4,23.3,3.72,0.0,49.51,28.61,0.0,88.17,68.64,0.0,35.21,29.67,0.0,1.71,55.3,29.23,0.0,0.0,3.49,88.17,46.07,0.0,25.17,19.11,2.0,0.21,2.21,6.49,1.86,28.61,46.85,33.44,68.64,0.0,42.0,35.28,33.4,24.55,29.0,17.44,19.65,23.52,30.39,21.99,26.52,58.39,531129.0___NA__,Inani Marbles,531129.0,__NA__,Miscellaneous,31.4,58.39,37.19,0.13,1.1,1.73,0.44,3.0,62.51,5.33,0.0,34.07,81.48,1.86,28.62,1.14,1.03,0.0,8.0,4.0,0.62,1.71,2790.0,62.51,4.48,124.11,3.2,,297.85,4.85,23.31,359.55,81.8,124.11,317.23,37.49,0.0,0.0,0.0,0.0,27.74,4.82,0.79,1.52,2581.0,31.56,0.00509554140127389,Hold
Inani Securities,531672.0,__NA__,Finance & Investments,37.49,0.22,4.72,0.0,14.3,0.01,0.19,27.7,8.14,0.0,2.64,7.52,0.0,1.47,17.8,7.68,0.0,0.0,1.68,27.7,10.12,0.0,0.18,0.36,10.0,8.57,0.0,7.2,0.46,0.2,9.22,5.5,8.14,0.0,9.0,12.0,9.21,7.43,1.07,3.78,1.33,3.24,5.89,4.74,2.56,17.1,531672.0___NA__,Inani Securities,531672.0,__NA__,Finance & Investments,37.49,17.1,13.46,0.0,0.91,5.12,0.01,6.92,57.29,23.96,0.0,17.68,8.75,0.46,41.73,0.0,2.29,0.0,6.0,5.0,0.05,1.3,1284.0,57.29,8.21,105.97,2.85,,456.25,7.08,52.15,105.97,,105.97,,42.71,0.0,0.0,0.0,0.0,38.84,-2.46,-2.91,-3.83,1259.0,36.33,-0.030941584422512766,Hold
Incap,517370.0,__NA__,Electronics - Components,60.62,2.76,5.13,0.0,10.94,0.0,1.19,27.43,17.64,0.0,13.96,3.43,0.0,2.21,21.67,10.71,0.0,0.0,0.0,27.43,13.35,0.0,2.87,9.81,10.0,8.13,0.03,6.94,0.51,1.19,11.43,3.67,17.64,0.0,10.88,2.94,7.35,5.91,1.83,0.88,0.15,1.45,4.19,4.95,4.28,31.09,517370.0___NA__,Incap,517370.0,__NA__,Electronics - Components,60.62,31.09,46.41,1.65,1.94,2.41,0.17,4.18,66.91,4.14,0.0,74.31,25.72,0.51,31.31,5.3,1.76,0.0,5.0,2.0,0.7,1.73,3410.0,66.91,4.73,184.95,6.5,,98.41,3.97,30.32,70.06,195.91,184.95,81.02,33.08,0.0,0.0,0.0,0.0,31.11,5.91,2.12,3.84,2939.0,63.1,0.04091059056417031,Hold
Incon Engineers,531594.0,__NA__,Engineering,15.61,0.52,5.71,0.0,-5.66,0.0,0.11,0.74,1.28,0.0,0.77,0.49,0.0,0.0,0.24,0.12,0.0,0.0,0.12,0.74,0.12,0.0,0.0,0.02,10.0,0.02,0.0,0.02,0.43,0.11,0.17,0.51,1.28,0.0,2.14,-0.24,-0.13,0.17,1.75,0.0,0.0,0.0,0.55,0.57,0.62,6.76,531594.0___NA__,Incon Engineers,531594.0,__NA__,Engineering,15.61,6.76,,0.0,135.09,-58.75,10.4,-162.07,66.34,-5.78,0.0,43.13,7.26,0.43,0.12,0.0,2.0,0.0,2.0,2.0,0.0,16.0,2864.0,66.34,-72.13,,5.46,,,-59.46,,,,,,33.63,0.0,0.0,0.0,0.01,1.22,-45.75,-34.95,-50.7,2737.0,15.02,-0.03779628443305572,Hold
Incredible Indus,538365.0,INCREDIBLE,Steel - Medium / Small,43.0,43.21,46.76,0.0,85.84,40.39,8.75,210.04,99.06,0.0,55.87,37.74,5.29,0.0,166.4,64.52,0.0,0.0,6.47,210.04,139.22,7.27,52.4,44.01,10.0,10.8,1.62,18.79,4.68,49.14,139.26,43.19,99.06,0.16,124.78,130.09,152.28,148.26,41.0,34.28,90.1,115.35,42.4,46.79,54.13,201.09,538365.0_INCREDIBLE,Incredible Indus,538365.0,INCREDIBLE,Steel - Medium / Small,43.0,201.09,33.68,0.0,1.52,2.85,0.33,4.61,74.96,6.71,68.03,27.86,233.5,4.68,28.36,14.68,1.77,0.0,7.0,4.0,3.9,1.58,6175.0,23.96,5.37,19.63,2.94,,57.29,7.56,28.54,35.74,9.0,19.63,25.11,25.04,0.0,0.0,0.0,0.0,27.08,7.27,2.39,3.95,6561.0,39.91,-0.07186046511627915,Sell
Ind Bank Housing,523465.0,__NA__,Finance - Housing,67.04,0.0,10.0,0.0,-130.57,0.0,129.0,8.94,0.1,0.0,0.1,0.0,0.0,0.01,4.07,129.48,0.0,0.0,0.0,8.94,-125.41,0.0,0.0,0.0,10.0,4.04,0.0,0.0,1.0,129.0,9.11,0.0,0.1,0.0,5.54,6.13,7.41,0.56,129.0,129.0,129.85,94.56,0.0,0.0,0.0,67.04,523465.0___NA__,Ind Bank Housing,523465.0,__NA__,Finance - Housing,68.89,68.89,,0.0,,-7.19,,,51.0,-1.11,0.0,20.22,64.85,1.0,-120.57,,0.03,0.0,2.0,2.0,0.0,-0.08,11554.0,51.0,,,2.8,,,-7.72,,,,,,24.0,0.0,0.0,0.0,0.0,-119.88,-5.96,-5.45,,11551.0,67.23,0.002834128878281589,Hold
IND Renewable,536709.0,__NA__,Power Generation And Supply,14.95,0.41,13.93,0.0,12.2,0.18,0.0,26.74,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.61,0.0,0.0,0.0,26.74,26.5,0.0,0.0,0.0,10.0,0.01,0.0,0.01,1.51,0.18,3.37,0.0,0.0,0.0,3.3,3.44,0.07,0.02,0.02,0.37,0.36,0.03,0.0,0.48,0.61,20.82,536709.0___NA__,IND Renewable,536709.0,__NA__,Power Generation And Supply,14.9,20.75,415.09,0.0,0.81,0.33,0.02,0.34,38.59,0.05,0.0,38.17,21.15,1.39,18.76,,43.77,,5.0,1.0,0.0,0.58,5675.0,38.59,0.04,,2.52,,,0.04,3.89,,,,,61.4,0.0,0.0,0.0,0.0,2.12,-1.79,0.0,0.0,5317.0,14.06,-0.05953177257525076,Sell
